Ensembl Gene ID	Transcript length (including UTRs and CDS)	Associated Gene Name
ENSGALG00000033863	868	
ENSGALG00000033863	274	
ENSGALG00000033863	868	
ENSGALG00000033863	274	
ENSGALG00000039700	1477	
ENSGALG00000039700	1395	
ENSGALG00000039700	1477	
ENSGALG00000039700	1395	
ENSGALG00000032673	1642	
ENSGALG00000032673	1660	
ENSGALG00000032673	1642	
ENSGALG00000032673	1660	
ENSGALG00000042372	814	
ENSGALG00000042372	860	
ENSGALG00000042372	814	
ENSGALG00000042372	860	
ENSGALG00000038794	419	
ENSGALG00000038794	419	
ENSGALG00000034136	2191	
ENSGALG00000034136	2191	
ENSGALG00000034295	2054	
ENSGALG00000034295	2054	
ENSGALG00000035071	984	
ENSGALG00000035071	984	
ENSGALG00000036135	305	
ENSGALG00000036135	305	
ENSGALG00000040983	865	
ENSGALG00000040983	237	
ENSGALG00000040983	865	
ENSGALG00000040983	237	
ENSGALG00000034851	453	
ENSGALG00000034851	453	
ENSGALG00000043502	424	
ENSGALG00000043502	424	
ENSGALG00000038092	659	
ENSGALG00000038092	659	
ENSGALG00000043141	1023	
ENSGALG00000043141	1023	
ENSGALG00000036811	661	
ENSGALG00000036811	661	
ENSGALG00000036324	1622	
ENSGALG00000036324	1622	
ENSGALG00000031984	1318	
ENSGALG00000031984	1318	
ENSGALG00000041811	458	
ENSGALG00000041811	1858	
ENSGALG00000041811	1554	
ENSGALG00000041811	458	
ENSGALG00000041811	1858	
ENSGALG00000041811	1554	
ENSGALG00000042004	1149	
ENSGALG00000042004	1149	
ENSGALG00000041406	3615	
ENSGALG00000041406	3869	
ENSGALG00000041406	3362	
ENSGALG00000041406	3615	
ENSGALG00000041406	3869	
ENSGALG00000041406	3362	
ENSGALG00000041188	1575	
ENSGALG00000041188	3035	
ENSGALG00000041188	2505	
ENSGALG00000041188	1575	
ENSGALG00000041188	3035	
ENSGALG00000041188	2505	
ENSGALG00000043539	825	
ENSGALG00000043539	825	
ENSGALG00000037183	879	
ENSGALG00000037183	879	
ENSGALG00000035781	515	
ENSGALG00000035781	515	
ENSGALG00000043718	1443	
ENSGALG00000043718	985	
ENSGALG00000043718	1443	
ENSGALG00000043718	985	
ENSGALG00000038560	1333	
ENSGALG00000038560	1333	
ENSGALG00000043341	1332	
ENSGALG00000043341	1068	
ENSGALG00000043341	1332	
ENSGALG00000043341	1068	
ENSGALG00000036250	1322	
ENSGALG00000036250	1353	
ENSGALG00000036250	1322	
ENSGALG00000036250	1353	
ENSGALG00000043304	720	
ENSGALG00000043304	720	
ENSGALG00000033640	1705	
ENSGALG00000033640	1502	
ENSGALG00000033640	1234	
ENSGALG00000033640	1705	
ENSGALG00000033640	1502	
ENSGALG00000033640	1234	
ENSGALG00000038247	311	
ENSGALG00000038247	311	
ENSGALG00000043311	1019	
ENSGALG00000043311	1019	
ENSGALG00000030231	768	
ENSGALG00000030231	768	
ENSGALG00000036923	1403	
ENSGALG00000036923	1285	
ENSGALG00000036923	1564	
ENSGALG00000036923	1403	
ENSGALG00000036923	1285	
ENSGALG00000036923	1564	
ENSGALG00000041688	485	
ENSGALG00000041688	485	
ENSGALG00000037536	1539	
ENSGALG00000037536	1539	
ENSGALG00000031854	1714	
ENSGALG00000031854	1714	
ENSGALG00000030957	1194	
ENSGALG00000030957	1194	
ENSGALG00000043609	2465	
ENSGALG00000043609	2465	
ENSGALG00000031466	1448	
ENSGALG00000031466	1448	
ENSGALG00000037264	1140	
ENSGALG00000037264	1140	
ENSGALG00000030593	137	
ENSGALG00000030593	137	
ENSGALG00000030258	581	
ENSGALG00000030258	581	
ENSGALG00000041585	599	
ENSGALG00000041585	599	
ENSGALG00000031314	1367	
ENSGALG00000031314	1367	
ENSGALG00000034058	3227	
ENSGALG00000034058	600	
ENSGALG00000034058	3227	
ENSGALG00000034058	600	
ENSGALG00000037392	2390	
ENSGALG00000037392	2390	
ENSGALG00000037528	868	
ENSGALG00000037528	868	
ENSGALG00000032556	5794	
ENSGALG00000032556	5794	
ENSGALG00000040106	864	
ENSGALG00000040106	864	
ENSGALG00000041959	2044	
ENSGALG00000041959	2044	
ENSGALG00000039560	190	
ENSGALG00000039560	89	
ENSGALG00000039560	190	
ENSGALG00000039560	89	
ENSGALG00000041850	724	
ENSGALG00000041850	724	
ENSGALG00000035004	2115	
ENSGALG00000035004	2115	
ENSGALG00000041569	389	
ENSGALG00000041569	389	
ENSGALG00000016187	2177	
ENSGALG00000016187	967	
ENSGALG00000016187	2177	
ENSGALG00000016187	967	
ENSGALG00000033387	763	
ENSGALG00000033387	763	
ENSGALG00000036351	3244	
ENSGALG00000036351	3017	
ENSGALG00000036351	3178	
ENSGALG00000036351	3244	
ENSGALG00000036351	3017	
ENSGALG00000036351	3178	
ENSGALG00000030852	1158	
ENSGALG00000030852	1158	
ENSGALG00000031716	5106	
ENSGALG00000031716	872	
ENSGALG00000031716	5106	
ENSGALG00000031716	872	
ENSGALG00000040183	400	
ENSGALG00000040183	400	
ENSGALG00000030689	972	
ENSGALG00000030689	972	
ENSGALG00000031459	324	
ENSGALG00000031459	324	
ENSGALG00000043706	1372	
ENSGALG00000043706	1372	
ENSGALG00000034051	414	
ENSGALG00000034051	414	
ENSGALG00000042146	719	
ENSGALG00000042146	1243	
ENSGALG00000042146	719	
ENSGALG00000042146	1243	
ENSGALG00000040163	4574	
ENSGALG00000040163	4484	
ENSGALG00000040163	1364	
ENSGALG00000040163	4574	
ENSGALG00000040163	4484	
ENSGALG00000040163	1364	
ENSGALG00000036898	1623	
ENSGALG00000036898	1355	
ENSGALG00000036898	1623	
ENSGALG00000036898	1355	
ENSGALG00000039871	502	
ENSGALG00000039871	502	
ENSGALG00000035739	871	
ENSGALG00000035739	871	
ENSGALG00000043011	1897	
ENSGALG00000043011	1897	
ENSGALG00000000803	1005	
ENSGALG00000000803	1005	
ENSGALG00000032855	1282	
ENSGALG00000032855	1282	
ENSGALG00000039414	1975	
ENSGALG00000039414	1975	
ENSGALG00000041292	1071	
ENSGALG00000041292	1061	
ENSGALG00000041292	1071	
ENSGALG00000041292	1061	
ENSGALG00000029874	1152	
ENSGALG00000029874	849	
ENSGALG00000029874	1152	
ENSGALG00000029874	849	
ENSGALG00000040066	708	
ENSGALG00000040066	708	
ENSGALG00000042676	1286	
ENSGALG00000042676	1286	
ENSGALG00000033494	466	
ENSGALG00000033494	466	
ENSGALG00000039915	929	
ENSGALG00000039915	747	
ENSGALG00000039915	1234	
ENSGALG00000039915	929	
ENSGALG00000039915	747	
ENSGALG00000039915	1234	
ENSGALG00000034047	820	
ENSGALG00000034047	820	
ENSGALG00000037300	524	
ENSGALG00000037300	524	
ENSGALG00000039056	2506	
ENSGALG00000039056	2506	
ENSGALG00000038305	527	
ENSGALG00000038305	227	
ENSGALG00000038305	527	
ENSGALG00000038305	227	
ENSGALG00000030838	1198	
ENSGALG00000030838	588	
ENSGALG00000030838	1198	
ENSGALG00000030838	588	
ENSGALG00000043063	2603	
ENSGALG00000043063	1326	
ENSGALG00000043063	1326	
ENSGALG00000043063	2603	
ENSGALG00000043063	1326	
ENSGALG00000043063	1326	
ENSGALG00000036668	306	
ENSGALG00000036668	306	
ENSGALG00000034904	581	
ENSGALG00000034904	581	
ENSGALG00000042898	1519	
ENSGALG00000042898	1507	
ENSGALG00000042898	4762	
ENSGALG00000042898	1519	
ENSGALG00000042898	1507	
ENSGALG00000042898	4762	
ENSGALG00000034192	1138	
ENSGALG00000034192	1138	
ENSGALG00000034785	2045	
ENSGALG00000034785	2045	
ENSGALG00000042140	824	
ENSGALG00000042140	824	
ENSGALG00000033476	725	
ENSGALG00000033476	1514	
ENSGALG00000033476	725	
ENSGALG00000033476	1514	
ENSGALG00000032080	439	
ENSGALG00000032080	439	
ENSGALG00000036329	442	
ENSGALG00000036329	442	
ENSGALG00000016201	1331	
ENSGALG00000016201	1331	
ENSGALG00000036817	741	
ENSGALG00000036817	741	
ENSGALG00000038487	1036	
ENSGALG00000038487	1036	
ENSGALG00000043529	867	
ENSGALG00000043529	867	
ENSGALG00000034415	642	
ENSGALG00000034415	642	
ENSGALG00000040745	973	
ENSGALG00000040745	973	
ENSGALG00000033298	842	
ENSGALG00000033298	842	
ENSGALG00000038142	3264	
ENSGALG00000038142	2625	
ENSGALG00000038142	3264	
ENSGALG00000038142	2625	
ENSGALG00000034797	876	
ENSGALG00000034797	876	
ENSGALG00000034270	1303	
ENSGALG00000034270	1303	
ENSGALG00000041160	114	
ENSGALG00000041160	114	
ENSGALG00000031639	871	
ENSGALG00000031639	1496	
ENSGALG00000031639	871	
ENSGALG00000031639	1496	
ENSGALG00000039297	1880	
ENSGALG00000039297	1880	
ENSGALG00000031714	833	
ENSGALG00000031714	833	
ENSGALG00000031329	1472	
ENSGALG00000031329	1472	
ENSGALG00000038115	655	
ENSGALG00000038115	655	
ENSGALG00000029297	2553	
ENSGALG00000029297	2553	
ENSGALG00000038725	308	
ENSGALG00000038725	308	
ENSGALG00000033775	1302	
ENSGALG00000033775	1302	
ENSGALG00000042347	79	
ENSGALG00000042347	79	
ENSGALG00000036826	2181	
ENSGALG00000036826	2181	
ENSGALG00000030001	1115	
ENSGALG00000030001	1115	
ENSGALG00000032965	1128	
ENSGALG00000032965	1128	
ENSGALG00000037099	1090	
ENSGALG00000037099	1090	
ENSGALG00000042207	1025	
ENSGALG00000042207	1025	
ENSGALG00000034564	1112	
ENSGALG00000034564	1635	
ENSGALG00000034564	1112	
ENSGALG00000034564	1635	
ENSGALG00000041383	444	
ENSGALG00000041383	444	
ENSGALG00000040934	1589	
ENSGALG00000040934	1492	
ENSGALG00000040934	1589	
ENSGALG00000040934	1492	
ENSGALG00000039112	476	
ENSGALG00000039112	476	
ENSGALG00000031104	615	
ENSGALG00000031104	615	
ENSGALG00000037905	953	
ENSGALG00000037905	953	
ENSGALG00000033903	1138	
ENSGALG00000033903	1138	
ENSGALG00000039524	879	
ENSGALG00000039524	879	
ENSGALG00000031051	1195	
ENSGALG00000031051	1195	
ENSGALG00000010115	2019	
ENSGALG00000010115	2543	
ENSGALG00000010115	1049	
ENSGALG00000010115	2019	
ENSGALG00000010115	2543	
ENSGALG00000010115	1049	
ENSGALG00000030241	2490	
ENSGALG00000030241	2838	
ENSGALG00000030241	2425	
ENSGALG00000030241	2490	
ENSGALG00000030241	2838	
ENSGALG00000030241	2425	
ENSGALG00000030398	976	
ENSGALG00000030398	976	
ENSGALG00000036204	758	
ENSGALG00000036204	758	
ENSGALG00000042272	2884	
ENSGALG00000042272	2884	
ENSGALG00000035522	2240	
ENSGALG00000035522	2144	
ENSGALG00000035522	1833	
ENSGALG00000035522	2240	
ENSGALG00000035522	2144	
ENSGALG00000035522	1833	
ENSGALG00000036439	1281	
ENSGALG00000036439	1281	
ENSGALG00000031543	1567	
ENSGALG00000031543	1567	
ENSGALG00000029877	269	
ENSGALG00000029877	269	
ENSGALG00000037484	4500	
ENSGALG00000037484	3594	
ENSGALG00000037484	3510	
ENSGALG00000037484	4500	
ENSGALG00000037484	3594	
ENSGALG00000037484	3510	
ENSGALG00000038120	1651	
ENSGALG00000038120	1350	
ENSGALG00000038120	1651	
ENSGALG00000038120	1350	
ENSGALG00000038039	1376	
ENSGALG00000038039	1376	
ENSGALG00000029630	990	
ENSGALG00000029630	990	
ENSGALG00000037010	1501	
ENSGALG00000037010	1439	
ENSGALG00000037010	707	
ENSGALG00000037010	1501	
ENSGALG00000037010	1439	
ENSGALG00000037010	707	
ENSGALG00000034322	584	
ENSGALG00000034322	584	
ENSGALG00000036676	813	
ENSGALG00000036676	813	
ENSGALG00000042536	529	
ENSGALG00000042536	529	
ENSGALG00000041747	706	
ENSGALG00000041747	706	
ENSGALG00000031672	1260	
ENSGALG00000031672	454	
ENSGALG00000031672	1260	
ENSGALG00000031672	454	
ENSGALG00000043693	895	
ENSGALG00000043693	895	
ENSGALG00000036118	752	
ENSGALG00000036118	752	
ENSGALG00000029370	3320	
ENSGALG00000029370	2354	
ENSGALG00000029370	3320	
ENSGALG00000029370	2354	
ENSGALG00000029666	871	
ENSGALG00000029666	871	
ENSGALG00000039087	541	
ENSGALG00000039087	541	
ENSGALG00000034120	580	
ENSGALG00000034120	580	
ENSGALG00000021884	761	
ENSGALG00000021884	761	
ENSGALG00000042116	1043	
ENSGALG00000042116	1043	
ENSGALG00000037040	989	
ENSGALG00000037040	437	
ENSGALG00000037040	989	
ENSGALG00000037040	437	
ENSGALG00000038248	131	
ENSGALG00000038248	131	
ENSGALG00000038705	1240	
ENSGALG00000038705	605	
ENSGALG00000038705	1240	
ENSGALG00000038705	605	
ENSGALG00000035018	818	
ENSGALG00000035018	818	
ENSGALG00000033600	1065	
ENSGALG00000033600	1065	
ENSGALG00000035805	1669	
ENSGALG00000035805	1669	
ENSGALG00000036312	970	
ENSGALG00000036312	970	
ENSGALG00000033367	1947	
ENSGALG00000033367	1947	
ENSGALG00000039247	204	
ENSGALG00000039247	204	
ENSGALG00000034176	1809	
ENSGALG00000034176	2109	
ENSGALG00000034176	1809	
ENSGALG00000034176	2109	
ENSGALG00000043811	1129	
ENSGALG00000043811	1129	
ENSGALG00000038197	5039	
ENSGALG00000038197	4401	
ENSGALG00000038197	452	
ENSGALG00000038197	5039	
ENSGALG00000038197	4401	
ENSGALG00000038197	452	
ENSGALG00000029457	1164	
ENSGALG00000029457	1164	
ENSGALG00000035454	328	
ENSGALG00000035454	328	
ENSGALG00000042969	835	
ENSGALG00000042969	835	
ENSGALG00000039809	1454	
ENSGALG00000039809	1454	
ENSGALG00000031145	508	
ENSGALG00000031145	508	
ENSGALG00000029777	1085	
ENSGALG00000029777	1085	
ENSGALG00000039488	535	
ENSGALG00000039488	535	
ENSGALG00000041851	903	
ENSGALG00000041851	688	
ENSGALG00000041851	903	
ENSGALG00000041851	688	
ENSGALG00000033109	989	
ENSGALG00000033109	989	
ENSGALG00000031150	947	
ENSGALG00000031150	947	
ENSGALG00000038137	1007	
ENSGALG00000038137	1007	
ENSGALG00000030555	1949	
ENSGALG00000030555	1575	
ENSGALG00000030555	1949	
ENSGALG00000030555	1575	
ENSGALG00000042687	1248	
ENSGALG00000042687	2046	
ENSGALG00000042687	1591	
ENSGALG00000042687	1248	
ENSGALG00000042687	2046	
ENSGALG00000042687	1591	
ENSGALG00000036777	65	
ENSGALG00000036777	65	
ENSGALG00000038564	824	
ENSGALG00000038564	824	
ENSGALG00000043567	377	
ENSGALG00000043567	377	
ENSGALG00000042331	990	
ENSGALG00000042331	990	
ENSGALG00000034587	686	
ENSGALG00000034587	686	
ENSGALG00000030228	716	
ENSGALG00000030228	716	
ENSGALG00000032326	763	
ENSGALG00000032326	763	
ENSGALG00000041886	1138	
ENSGALG00000041886	958	
ENSGALG00000041886	1138	
ENSGALG00000041886	958	
ENSGALG00000043462	656	
ENSGALG00000043462	656	
ENSGALG00000030048	1435	
ENSGALG00000030048	1413	
ENSGALG00000030048	957	
ENSGALG00000030048	1435	
ENSGALG00000030048	1413	
ENSGALG00000030048	957	
ENSGALG00000037529	248	
ENSGALG00000037529	248	
ENSGALG00000041474	841	
ENSGALG00000041474	841	
ENSGALG00000042234	601	
ENSGALG00000042234	848	
ENSGALG00000042234	414	
ENSGALG00000042234	601	
ENSGALG00000042234	848	
ENSGALG00000042234	414	
ENSGALG00000035314	1383	
ENSGALG00000035314	1383	
ENSGALG00000033560	887	
ENSGALG00000033560	887	
ENSGALG00000032222	1378	
ENSGALG00000032222	1378	
ENSGALG00000031320	843	
ENSGALG00000031320	843	
ENSGALG00000038099	274	
ENSGALG00000038099	274	
ENSGALG00000039502	651	
ENSGALG00000039502	651	
ENSGALG00000035558	804	
ENSGALG00000035558	804	
ENSGALG00000030699	718	
ENSGALG00000030699	718	
ENSGALG00000041359	739	
ENSGALG00000041359	739	
ENSGALG00000031706	2531	
ENSGALG00000031706	2531	
ENSGALG00000038317	1106	
ENSGALG00000038317	1106	
ENSGALG00000036635	1129	
ENSGALG00000036635	766	
ENSGALG00000036635	2046	
ENSGALG00000036635	1129	
ENSGALG00000036635	766	
ENSGALG00000036635	2046	
ENSGALG00000032538	1648	
ENSGALG00000032538	1648	
ENSGALG00000029776	1292	
ENSGALG00000029776	1292	
ENSGALG00000039277	1940	
ENSGALG00000039277	1940	
ENSGALG00000036014	419	
ENSGALG00000036014	419	
ENSGALG00000043712	1571	
ENSGALG00000043712	1465	
ENSGALG00000043712	1571	
ENSGALG00000043712	1465	
ENSGALG00000033967	1189	
ENSGALG00000033967	1189	
ENSGALG00000041725	713	
ENSGALG00000041725	713	
ENSGALG00000029274	813	
ENSGALG00000029274	813	
ENSGALG00000033479	567	
ENSGALG00000033479	567	
ENSGALG00000033676	1425	
ENSGALG00000033676	1425	
ENSGALG00000041411	1714	
ENSGALG00000041411	1714	
ENSGALG00000035969	1456	
ENSGALG00000035969	1577	
ENSGALG00000035969	1456	
ENSGALG00000035969	1577	
ENSGALG00000042869	1175	
ENSGALG00000042869	1007	
ENSGALG00000042869	1175	
ENSGALG00000042869	1007	
ENSGALG00000035364	1051	
ENSGALG00000035364	705	
ENSGALG00000035364	1051	
ENSGALG00000035364	705	
ENSGALG00000039909	360	
ENSGALG00000039909	360	
ENSGALG00000033423	387	
ENSGALG00000033423	387	
ENSGALG00000040191	1109	
ENSGALG00000040191	1109	
ENSGALG00000041869	2023	
ENSGALG00000041869	2023	
ENSGALG00000030212	2352	
ENSGALG00000030212	2352	
ENSGALG00000039002	1077	
ENSGALG00000039002	1077	
ENSGALG00000031418	1087	
ENSGALG00000031418	993	
ENSGALG00000031418	1087	
ENSGALG00000031418	993	
ENSGALG00000030246	1296	
ENSGALG00000030246	1042	
ENSGALG00000030246	335	
ENSGALG00000030246	1296	
ENSGALG00000030246	1042	
ENSGALG00000030246	335	
ENSGALG00000033352	876	
ENSGALG00000033352	876	
ENSGALG00000038236	952	
ENSGALG00000038236	1072	
ENSGALG00000038236	952	
ENSGALG00000038236	1072	
ENSGALG00000039530	3918	
ENSGALG00000039530	3918	
ENSGALG00000035939	1955	
ENSGALG00000035939	1955	
ENSGALG00000038980	2519	
ENSGALG00000038980	2096	
ENSGALG00000038980	2519	
ENSGALG00000038980	2096	
ENSGALG00000042057	843	
ENSGALG00000042057	843	
ENSGALG00000039664	1962	
ENSGALG00000039664	1962	
ENSGALG00000036848	1889	
ENSGALG00000036848	1889	
ENSGALG00000041758	634	
ENSGALG00000041758	634	
ENSGALG00000042219	597	
ENSGALG00000042219	597	
ENSGALG00000034582	478	
ENSGALG00000034582	478	
ENSGALG00000038786	314	
ENSGALG00000038786	314	
ENSGALG00000033046	1142	
ENSGALG00000033046	1142	
ENSGALG00000040134	1664	
ENSGALG00000040134	1664	
ENSGALG00000032487	2357	
ENSGALG00000032487	2357	
ENSGALG00000039598	1194	
ENSGALG00000039598	1194	
ENSGALG00000029954	822	
ENSGALG00000029954	822	
ENSGALG00000039330	436	
ENSGALG00000039330	436	
ENSGALG00000029693	1019	
ENSGALG00000029693	1019	
ENSGALG00000035807	976	
ENSGALG00000035807	976	
ENSGALG00000033486	637	
ENSGALG00000033486	1130	
ENSGALG00000033486	637	
ENSGALG00000033486	1130	
ENSGALG00000038366	659	
ENSGALG00000038366	659	
ENSGALG00000036116	1193	
ENSGALG00000036116	1338	
ENSGALG00000036116	1193	
ENSGALG00000036116	1338	
ENSGALG00000034869	5924	
ENSGALG00000034869	5332	
ENSGALG00000034869	5788	
ENSGALG00000034869	5924	
ENSGALG00000034869	5332	
ENSGALG00000034869	5788	
ENSGALG00000043519	1851	
ENSGALG00000043519	1851	
ENSGALG00000041076	942	
ENSGALG00000041076	942	
ENSGALG00000035200	374	
ENSGALG00000035200	374	
ENSGALG00000040446	461	
ENSGALG00000040446	461	
ENSGALG00000034603	1269	
ENSGALG00000034603	1020	
ENSGALG00000034603	903	
ENSGALG00000034603	1269	
ENSGALG00000034603	1020	
ENSGALG00000034603	903	
ENSGALG00000043442	415	
ENSGALG00000043442	415	
ENSGALG00000031829	1970	
ENSGALG00000031829	1672	
ENSGALG00000031829	1970	
ENSGALG00000031829	1672	
ENSGALG00000038851	564	
ENSGALG00000038851	564	
ENSGALG00000031151	1756	
ENSGALG00000031151	2663	
ENSGALG00000031151	1756	
ENSGALG00000031151	2663	
ENSGALG00000043348	623	
ENSGALG00000043348	539	
ENSGALG00000043348	623	
ENSGALG00000043348	539	
ENSGALG00000036285	985	
ENSGALG00000036285	985	
ENSGALG00000031376	563	
ENSGALG00000031376	563	
ENSGALG00000035727	1058	
ENSGALG00000035727	1058	
ENSGALG00000042910	406	
ENSGALG00000042910	406	
ENSGALG00000034329	276	
ENSGALG00000034329	276	
ENSGALG00000041176	628	
ENSGALG00000041176	443	
ENSGALG00000041176	496	
ENSGALG00000041176	628	
ENSGALG00000041176	443	
ENSGALG00000041176	496	
ENSGALG00000030682	591	
ENSGALG00000030682	591	
ENSGALG00000031435	713	
ENSGALG00000031435	713	
ENSGALG00000040888	730	
ENSGALG00000040888	730	
ENSGALG00000029922	508	
ENSGALG00000029922	508	
ENSGALG00000043238	490	
ENSGALG00000043238	490	
ENSGALG00000029351	781	
ENSGALG00000029351	781	
ENSGALG00000031715	3575	
ENSGALG00000031715	3575	
ENSGALG00000037073	1081	
ENSGALG00000037073	1081	
ENSGALG00000039373	4866	
ENSGALG00000039373	1652	
ENSGALG00000039373	4390	
ENSGALG00000039373	4866	
ENSGALG00000039373	1652	
ENSGALG00000039373	4390	
ENSGALG00000042468	522	
ENSGALG00000042468	522	
ENSGALG00000032773	1339	
ENSGALG00000032773	1339	
ENSGALG00000031515	761	
ENSGALG00000031515	761	
ENSGALG00000038931	852	
ENSGALG00000038931	852	
ENSGALG00000035319	974	
ENSGALG00000035319	974	
ENSGALG00000030388	806	
ENSGALG00000030388	806	
ENSGALG00000039799	932	
ENSGALG00000039799	932	
ENSGALG00000029283	1121	
ENSGALG00000029283	1121	
ENSGALG00000005938	917	
ENSGALG00000005938	972	
ENSGALG00000005938	835	
ENSGALG00000005938	917	
ENSGALG00000005938	972	
ENSGALG00000005938	835	
ENSGALG00000029738	380	
ENSGALG00000029738	380	
ENSGALG00000029598	2274	
ENSGALG00000029598	2274	
ENSGALG00000035264	890	
ENSGALG00000035264	890	
ENSGALG00000031964	5099	
ENSGALG00000031964	2737	
ENSGALG00000031964	2629	
ENSGALG00000031964	5099	
ENSGALG00000031964	2737	
ENSGALG00000031964	2629	
ENSGALG00000041651	2094	
ENSGALG00000041651	2094	
ENSGALG00000034832	708	
ENSGALG00000034832	708	
ENSGALG00000043319	606	
ENSGALG00000043319	606	
ENSGALG00000031944	2002	
ENSGALG00000031944	1901	
ENSGALG00000031944	2002	
ENSGALG00000031944	1901	
ENSGALG00000036709	1490	
ENSGALG00000036709	1490	
ENSGALG00000043691	2337	
ENSGALG00000043691	904	
ENSGALG00000043691	2337	
ENSGALG00000043691	904	
ENSGALG00000033902	1690	
ENSGALG00000033902	1690	
ENSGALG00000040871	5201	
ENSGALG00000040871	1935	
ENSGALG00000040871	2316	
ENSGALG00000040871	5201	
ENSGALG00000040871	1935	
ENSGALG00000040871	2316	
ENSGALG00000034911	1811	
ENSGALG00000034911	1408	
ENSGALG00000034911	1740	
ENSGALG00000034911	1811	
ENSGALG00000034911	1408	
ENSGALG00000034911	1740	
ENSGALG00000032700	748	
ENSGALG00000032700	748	
ENSGALG00000037965	377	
ENSGALG00000037965	377	
ENSGALG00000043125	626	
ENSGALG00000043125	694	
ENSGALG00000043125	1662	
ENSGALG00000043125	626	
ENSGALG00000043125	694	
ENSGALG00000043125	1662	
ENSGALG00000031612	580	
ENSGALG00000031612	580	
ENSGALG00000038398	1617	
ENSGALG00000038398	575	
ENSGALG00000038398	1617	
ENSGALG00000038398	575	
ENSGALG00000041794	1206	
ENSGALG00000041794	558	
ENSGALG00000041794	1206	
ENSGALG00000041794	558	
ENSGALG00000037400	1153	
ENSGALG00000037400	624	
ENSGALG00000037400	1153	
ENSGALG00000037400	624	
ENSGALG00000040804	1206	
ENSGALG00000040804	1206	
ENSGALG00000038903	885	
ENSGALG00000038903	764	
ENSGALG00000038903	885	
ENSGALG00000038903	764	
ENSGALG00000029293	1443	
ENSGALG00000029293	1443	
ENSGALG00000043531	1788	
ENSGALG00000043531	1788	
ENSGALG00000043818	1146	
ENSGALG00000043818	1146	
ENSGALG00000042431	1490	
ENSGALG00000042431	1490	
ENSGALG00000037271	2478	
ENSGALG00000037271	1145	
ENSGALG00000037271	2478	
ENSGALG00000037271	1145	
ENSGALG00000042349	546	
ENSGALG00000042349	546	
ENSGALG00000036271	1932	
ENSGALG00000036271	1932	
ENSGALG00000037638	1407	
ENSGALG00000037638	1180	
ENSGALG00000037638	1407	
ENSGALG00000037638	1180	
ENSGALG00000035339	1966	
ENSGALG00000035339	1588	
ENSGALG00000035339	1966	
ENSGALG00000035339	1588	
ENSGALG00000037623	747	
ENSGALG00000037623	747	
ENSGALG00000032068	460	
ENSGALG00000032068	460	
ENSGALG00000040358	1127	
ENSGALG00000040358	1127	
ENSGALG00000042139	708	
ENSGALG00000042139	708	
ENSGALG00000037049	1097	
ENSGALG00000037049	1097	
ENSGALG00000030541	1044	
ENSGALG00000030541	534	
ENSGALG00000030541	1044	
