am_gene_id	transcript_id	protein_id	gene_symbol	gene_name	
AMISG022648	AMIST034260	AMISP034260	AMISG022648	AMISG022648 uncharacterized protein	
AMISG022649	AMIST034261	AMISP034261	AMISG022649	AMISG022649 uncharacterized protein	
AMISG022650	AMIST034262	AMISP034262	AMISG022650	AMISG022650 uncharacterized protein	
AMISG022651	AMIST034263	AMISP034263	MMP17	matrix metallopeptidase 17 (membrane-inserted)	
AMISG022652	AMIST034264	AMISP034264	OFCC1	orofacial cleft 1 candidate 1	
AMISG022653	AMIST034265|AMIST034266	AMISP034265|AMISP034266	AGFG2	ArfGAP with FG repeats 2	
AMISG022654	AMIST034267	AMISP034267	NYAP1	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1	
AMISG022655	AMIST034268	AMISP034268	AMISG022655	AMISG022655 uncharacterized protein	
AMISG022656	AMIST034269|AMIST034270|AMIST034271|AMIST034272|AMIST034273|AMIST034274|AMIST034275|AMIST034276|AMIST034277|AMIST034278|AMIST034279	AMISP034269|AMISP034270|AMISP034271|AMISP034272|AMISP034273|AMISP034274|AMISP034275|AMISP034276|AMISP034277|AMISP034278|AMISP034279	AMISG022656	AMISG022656 uncharacterized protein	
AMISG022657	AMIST034280|AMIST034281|AMIST034282	AMISP034280|AMISP034281|AMISP034282	PPP1R35	protein phosphatase 1	
AMISG022658	AMIST034283	AMISP034283	MEPCE	methylphosphate capping enzyme	
AMISG022659	AMIST034284|AMIST034285	AMISP034284|AMISP034285	AMISG022659	AMISG022659 uncharacterized protein	
AMISG022660	AMIST034286	AMISP034286	AMISG022660	AMISG022660 uncharacterized protein	
AMISG022661	AMIST034287	AMISP034287	AMISG022661	AMISG022661 uncharacterized protein	
AMISG022662	AMIST034288	AMISP034288	FAM181B	family with sequence similarity 181	
AMISG022663	AMIST034289	AMISP034289	CNTNAP5	contactin associated protein-like 5	
AMISG022664	AMIST034290	AMISP034290	B3GAT1	beta-1	
AMISG022665	AMIST034291	AMISP034291	GLB1L2	galactosidase	
AMISG022666	AMIST034292	AMISP034292	AMISG022666	AMISG022666 uncharacterized protein	
AMISG022667	AMIST034293	AMISP034293	AMISG022667	AMISG022667 uncharacterized protein	
AMISG022668	AMIST034294	AMISP034294	AMISG022668	AMISG022668 uncharacterized protein	
AMISG022669	AMIST034295|AMIST034296	AMISP034295|AMISP034296	AMISG022669	AMISG022669 uncharacterized protein	
AMISG022670	AMIST034297	AMISP034297	AMISG022670	AMISG022670 uncharacterized protein	
AMISG022671	AMIST034298	AMISP034298	MSRB2	methionine sulfoxide reductase B2	
AMISG022672	AMIST034299	AMISP034299	AMISG022672	AMISG022672 uncharacterized protein	
AMISG022673	AMIST034300	AMISP034300	LOC100567005L	similar to green anole LOC100567005 (pancreas transcription factor 1 subunit alpha-like)	
AMISG022674	AMIST034301	AMISP034301	LOC100552397L	similar to anole LOC100552397 (uncharacterized LOC100552397)	
AMISG022675	AMIST034302	AMISP034302	AMISG022675	AMISG022675 uncharacterized protein	
AMISG022676	AMIST034303|AMIST034304	AMISP034303|AMISP034304	LOC100562938L	similar to anole LOC100562938 (uncharacterized LOC100562938)	
AMISG022677	AMIST034305	AMISP034305	A4GNT	alpha-1	
AMISG022678	AMIST034306|AMIST034307	AMISP034306|AMISP034307	DZIP1L	DAZ interacting protein 1-like	
AMISG022679	AMIST034308|AMIST034309	AMISP034308|AMISP034309	CLDN18	claudin 18	
AMISG022680	AMIST034310|AMIST034311	AMISP034310|AMISP034311	ERBB2IP	erbb2 interacting protein	
AMISG022681	AMIST034312|AMIST034313|AMIST034314|AMIST034315	AMISP034312|AMISP034313|AMISP034314|AMISP034315	LRRC40	leucine rich repeat containing 40	
AMISG022682	AMIST034316|AMIST034317	AMISP034316|AMISP034317	SRSF11	serine/arginine-rich splicing factor 11	
AMISG022683	AMIST034318	AMISP034318	AMISG022683	AMISG022683 uncharacterized protein	
AMISG022684	AMIST034319|AMIST034320|AMIST034321|AMIST034322	AMISP034319|AMISP034320|AMISP034321|AMISP034322	AMISG022684	AMISG022684 uncharacterized protein	
AMISG022685	AMIST034323|AMIST034324	AMISP034323|AMISP034324	AMISG022685	AMISG022685 uncharacterized protein	
AMISG022686	AMIST034325	AMISP034325	ANKMY2	ankyrin repeat and MYND domain containing 2	
AMISG022687	AMIST034326	AMISP034326	LRRC72	leucine rich repeat containing 72	
AMISG022688	AMIST034327	AMISP034327	SOSTDC1	sclerostin domain containing 1	
AMISG022689	AMIST034328	AMISP034328	ISPD	isoprenoid synthase domain containing	
AMISG022690	AMIST034329	AMISP034329	AMISG022690	AMISG022690 uncharacterized protein	
AMISG022691	AMIST034330|AMIST034331|AMIST034332	AMISP034330|AMISP034331|AMISP034332	AMISG022691	AMISG022691 uncharacterized protein	
AMISG022692	AMIST034333|AMIST034334	AMISP034333|AMISP034334	AMISG022692	AMISG022692 uncharacterized protein	
AMISG022693	AMIST034335|AMIST034336|AMIST034337|AMIST034338	AMISP034335|AMISP034336|AMISP034337|AMISP034338	AMISG022693	AMISG022693 uncharacterized protein	
AMISG022694	AMIST034339	AMISP034339	AMISG022694	AMISG022694 uncharacterized protein	
AMISG022695	AMIST034340	AMISP034340	LOC100552975L	similar to anole LOC100552975 (zinc finger protein 629-like)	
AMISG022696	AMIST034341	AMISP034341	AMISG022696	AMISG022696 uncharacterized protein	
AMISG022697	AMIST034342	AMISP034342	AMISG022697	AMISG022697 uncharacterized protein	
AMISG022698	AMIST034343	AMISP034343	AMISG022698	AMISG022698 uncharacterized protein	
AMISG022699	AMIST034344	AMISP034344	AMISG022699	AMISG022699 uncharacterized protein	
AMISG022700	AMIST034345	AMISP034345	AMISG022700	AMISG022700 uncharacterized protein	
AMISG022701	AMIST034346|AMIST034347|AMIST034348	AMISP034346|AMISP034347|AMISP034348	AMISG022701	AMISG022701 uncharacterized protein	
AMISG022702	AMIST034349	AMISP034349	CD69	CD69 molecule	
AMISG022703	AMIST034350	AMISP034350	AMISG022703	AMISG022703 uncharacterized protein	
AMISG022704	AMIST034351	AMISP034351	AMISG022704	AMISG022704 uncharacterized protein	
AMISG022705	AMIST034352	AMISP034352	AMISG022705	AMISG022705 uncharacterized protein	
AMISG022706	AMIST034353	AMISP034353	AMISG022706	AMISG022706 uncharacterized protein	
AMISG022707	AMIST034354	AMISP034354	WDR17	WD repeat domain 17	
AMISG022708	AMIST034355	AMISP034355	AMISG022708	AMISG022708 uncharacterized protein	
AMISG022709	AMIST034356|AMIST034357	AMISP034356|AMISP034357	SVEP1	sushi	
AMISG022710	AMIST034358	AMISP034358	AMISG022710	AMISG022710 uncharacterized protein	
AMISG022711	AMIST034359|AMIST034360	AMISP034359|AMISP034360	TNKS	tankyrase	
AMISG022712	AMIST034361	AMISP034361	AMISG022712	AMISG022712 uncharacterized protein	
AMISG022713	AMIST034362	AMISP034362	AMISG022713	AMISG022713 uncharacterized protein	
AMISG022714	AMIST034363	AMISP034363	POC1A	POC1 centriolar protein homolog A (Chlamydomonas)	
AMISG022715	AMIST034364	AMISP034364	DUSP7	dual specificity phosphatase 7	
AMISG022716	AMIST034365	AMISP034365	AMISG022716	AMISG022716 uncharacterized protein	
AMISG022717	AMIST034366	AMISP034366	AMISG022717	AMISG022717 uncharacterized protein	
AMISG022718	AMIST034367	AMISP034367	AMISG022718	AMISG022718 uncharacterized protein	
AMISG022719	AMIST034368	AMISP034368	GB:EX154042	expressed sequence EX154042	
AMISG022720	AMIST034369|AMIST034370|AMIST034371	AMISP034369|AMISP034370|AMISP034371	AMISG022720	AMISG022720 uncharacterized protein	
AMISG022721	AMIST034372	AMISP034372	SLC6A6	solute carrier family 6 (neurotransmitter transporter	
AMISG022722	AMIST034373|AMIST034374	AMISP034373|AMISP034374	AMISG022722	AMISG022722 uncharacterized protein	
AMISG022723	AMIST034375	AMISP034375	RNF4	ring finger protein 4	
AMISG022724	AMIST034376	AMISP034376	AMISG022724	AMISG022724 uncharacterized protein	
AMISG022725	AMIST034377|AMIST034378|AMIST034379	AMISP034377|AMISP034378|AMISP034379	AMISG022725	AMISG022725 uncharacterized protein	
AMISG022726	AMIST034380|AMIST034381	AMISP034380|AMISP034381	AMISG022726	AMISG022726 uncharacterized protein	
AMISG022727	AMIST034382	AMISP034382	LY86	lymphocyte antigen 86	
AMISG022728	AMIST034383	AMISP034383	LOC100005214L	similar to zebrafish LOC100005214 (TTC3 protein-like)	
AMISG022729	AMIST034384	AMISP034384	KRT4	keratin 4	
AMISG022730	AMIST034385	AMISP034385	KRT8	keratin 8	
AMISG022731	AMIST034386|AMIST034387	AMISP034386|AMISP034387	KRT18	keratin 18	
AMISG022732	AMIST034388|AMIST034389|AMIST034390	AMISP034388|AMISP034389|AMISP034390	EIF4B	eukaryotic translation initiation factor 4B	
AMISG022733	AMIST034391|AMIST034392	AMISP034391|AMISP034392	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	
AMISG022734	AMIST034393	AMISP034393	SPRYD3	SPRY domain containing 3	
AMISG022735	AMIST034394	AMISP034394	SOAT2	sterol O-acyltransferase 2	
AMISG022736	AMIST034395	AMISP034395	ZGC:174906L	similar to zebrafish zgc:174906	
AMISG022737	AMIST034396|AMIST034397|AMIST034398	AMISP034396|AMISP034397|AMISP034398	AMISG022737	AMISG022737 uncharacterized protein	
AMISG022738	AMIST034399	AMISP034399	ZNF740	zinc finger protein 740	
AMISG022739	AMIST034400|AMIST034401	AMISP034400|AMISP034401	ITGB7	integrin	
AMISG022740	AMIST034402	AMISP034402	RARG	retinoic acid receptor	
AMISG022741	AMIST034403	AMISP034403	LOC100566411L	similar to green anole LOC100566411 (nuclear receptor subfamily 1 group D member 2-like)	
AMISG022742	AMIST034404	AMISP034404	MFSD5	major facilitator superfamily domain containing 5	
AMISG022743	AMIST034405	AMISP034405	ESPL1	extra spindle pole bodies homolog 1	
AMISG022744	AMIST034406	AMISP034406	PFDN5	prefoldin subunit 5	
AMISG022745	AMIST034407	AMISP034407	ZNF419	zinc finger protein 419	
AMISG022746	AMIST034408	AMISP034408	ZNF853	zinc finger protein 853	
AMISG022747	AMIST034409	AMISP034409	AMISG022747	AMISG022747 uncharacterized protein	
AMISG022748	AMIST034410	AMISP034410	AMISG022748	AMISG022748 uncharacterized protein	
AMISG022749	AMIST034411|AMIST034412	AMISP034411|AMISP034412	SHISA9	shisa homolog 9 (Xenopus laevis)	
AMISG022750	AMIST034413	AMISP034413	AMISG022750	AMISG022750 uncharacterized protein	
AMISG022751	AMIST034414|AMIST034415	AMISP034414|AMISP034415	ERCC6	excision repair cross-complementing rodent repair deficiency	
AMISG022752	AMIST034416	AMISP034416	LOC428957L	similar to chicken LOC428957 (bone morphogenetic protein 7-like)	
AMISG022753	AMIST034417	AMISP034417	KCNK3	potassium channel	
AMISG022754	AMIST034418|AMIST034419	AMISP034418|AMISP034419	SLC35F6	solute carrier family 35	
AMISG022755	AMIST034420	AMISP034420	LOC100556672L	similar to anole LOC100556672 (uncharacterized LOC100556672)	
AMISG022756	AMIST034421|AMIST034422	AMISP034421|AMISP034422	AGMO	alkylglycerol monooxygenase	
AMISG022757	AMIST034423	AMISP034423	MEOX2	mesenchyme homeobox 2	
AMISG022758	AMIST034424	AMISP034424	AMISG022758	AMISG022758 uncharacterized protein	
AMISG022759	AMIST034425	AMISP034425	AMISG022759	AMISG022759 uncharacterized protein	
AMISG022760	AMIST034426|AMIST034427	AMISP034426|AMISP034427	ZFAND3	zinc finger	
AMISG022761	AMIST034428	AMISP034428	BTBD9	BTB (POZ) domain containing 9	
AMISG022762	AMIST034429|AMIST034430	AMISP034429|AMISP034430	GLO1	glyoxalase I	
AMISG022763	AMIST034431	AMISP034431	AMISG022763	AMISG022763 uncharacterized protein	
AMISG022764	AMIST034432	AMISP034432	10-Sep	septin 10	
AMISG022765	AMIST034433	AMISP034433	SOWAHC	sosondowah ankyrin repeat domain family member C	
AMISG022766	AMIST034434|AMIST034435	AMISP034434|AMISP034435	CHAMP1	chromosome alignment maintaining phosphoprotein 1	
AMISG022767	AMIST034436|AMIST034437	AMISP034436|AMISP034437	FBXO36B	F-box protein 36b	
AMISG022768	AMIST034438|AMIST034439|AMIST034440	AMISP034438|AMISP034439|AMISP034440	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	
AMISG022769	AMIST034441	AMISP034441	CDC16	cell division cycle 16 homolog (S. cerevisiae)	
AMISG022770	AMIST034442	AMISP034442	C17ORF105L	similar to western clawed frog c17orf105	
AMISG022771	AMIST034443	AMISP034443	KIAA1551	KIAA1551	
AMISG022772	AMIST034444|AMIST034445|AMIST034446	AMISP034444|AMISP034445|AMISP034446	BICD1	bicaudal D homolog 1 (Drosophila)	
AMISG022773	AMIST034447	AMISP034447	AMISG022773	AMISG022773 uncharacterized protein	
AMISG022774	AMIST034448|AMIST034449	AMISP034448|AMISP034449	C5H15ORF41L	similar to chicken C5H15ORF41	
AMISG022775	AMIST034450	AMISP034450	MEIS2	Meis homeobox 2	
AMISG022776	AMIST034451	AMISP034451	AMISG022776	AMISG022776 uncharacterized protein	
AMISG022777	AMIST034452	AMISP034452	AMISG022777	AMISG022777 uncharacterized protein	
AMISG022778	AMIST034453|AMIST034454|AMIST034455	AMISP034453|AMISP034454|AMISP034455	SLC28A2	solute carrier family 28 (sodium-coupled nucleoside transporter)	
AMISG022779	AMIST034456|AMIST034457	AMISP034456|AMISP034457	ALPK3	alpha-kinase 3	
AMISG022780	AMIST034458|AMIST034459	AMISP034458|AMISP034459	ZNF592	zinc finger protein 592	
AMISG022781	AMIST034460	AMISP034460	AMISG022781	AMISG022781 uncharacterized protein	
AMISG022782	AMIST034461	AMISP034461	SLCO1C1	solute carrier organic anion transporter family	
AMISG022783	AMIST034462	AMISP034462	AMISG022783	AMISG022783 uncharacterized protein	
AMISG022784	AMIST034463|AMIST034464	AMISP034463|AMISP034464	AMISG022784	AMISG022784 uncharacterized protein	
AMISG022785	AMIST034465	AMISP034465	VN1R2	vomeronasal 1 receptor 2	
AMISG022786	AMIST034466	AMISP034466	DDRGK1	DDRGK domain containing 1	
AMISG022787	AMIST034467|AMIST034468	AMISP034467|AMISP034468	AMISG022787	AMISG022787 uncharacterized protein	
AMISG022788	AMIST034469	AMISP034469	LZTS3	leucine zipper	
AMISG022789	AMIST034470	AMISP034470	FASTKD5	FAST kinase domains 5	
AMISG022790	AMIST034471	AMISP034471	UBOX5	U-box domain containing 5	
AMISG022791	AMIST034472	AMISP034472	AVP	arginine vasopressin (neurophysin II	
AMISG022792	AMIST034473|AMIST034474	AMISP034473|AMISP034474	AMISG022792	AMISG022792 uncharacterized protein	
AMISG022793	AMIST034475	AMISP034475	OXT	oxytocin	
AMISG022794	AMIST034476	AMISP034476	MRPS26	mitochondrial ribosomal protein S26	
AMISG022795	AMIST034477	AMISP034477	GNRH2	gonadotropin-releasing hormone 2	
AMISG022796	AMIST034478	AMISP034478	PTPRA	protein tyrosine phosphatase	
AMISG022797	AMIST034479	AMISP034479	MAVS	mitochondrial antiviral signaling protein	
AMISG022798	AMIST034480	AMISP034480	SPON2	spondin 2	
AMISG022799	AMIST034481|AMIST034482	AMISP034481|AMISP034482	TMED11	transmembrane emp24 protein transport domain containing	
AMISG022800	AMIST034483	AMISP034483	AMISG022800	AMISG022800 uncharacterized protein	
AMISG022801	AMIST034484	AMISP034484	AMISG022801	AMISG022801 uncharacterized protein	
AMISG022802	AMIST034485	AMISP034485	IPO5	importin 5	
AMISG022803	AMIST034486	AMISP034486	FARP1	FERM	
AMISG022804	AMIST034487|AMIST034488|AMIST034489	AMISP034487|AMISP034488|AMISP034489	FARP1	FERM	
AMISG022805	AMIST034490	AMISP034490	STK24	serine/threonine kinase 24	
AMISG022806	AMIST034491	AMISP034491	SLC15A1	solute carrier family 15 (oligopeptide transporter)	
AMISG022807	AMIST034492	AMISP034492	DOCK9	dedicator of cytokinesis 9	
AMISG022808	AMIST034493	AMISP034493	SESTD1	SEC14 and spectrin domains 1	
AMISG022809	AMIST034494	AMISP034494	AMISG022809	AMISG022809 uncharacterized protein	
AMISG022810	AMIST034495	AMISP034495	AMISG022810	AMISG022810 uncharacterized protein	
AMISG022811	AMIST034496|AMIST034497|AMIST034498|AMIST034499	AMISP034496|AMISP034497|AMISP034498|AMISP034499	GPAT2	glycerol-3-phosphate acyltransferase 2	
AMISG022812	AMIST034500	AMISP034500	AMISG022812	AMISG022812 uncharacterized protein	
AMISG022813	AMIST034501|AMIST034502|AMIST034503|AMIST034504	AMISP034501|AMISP034502|AMISP034503|AMISP034504	LAMA3	laminin	
AMISG022814	AMIST034505	AMISP034505	AMISG022814	AMISG022814 uncharacterized protein	
AMISG022815	AMIST034506	AMISP034506	AMISG022815	AMISG022815 uncharacterized protein	
AMISG022816	AMIST034507|AMIST034508	AMISP034507|AMISP034508	AMISG022816	AMISG022816 uncharacterized protein	
AMISG022817	AMIST034509|AMIST034510|AMIST034511	AMISP034509|AMISP034510|AMISP034511	RYR2	ryanodine receptor 2 (cardiac)	
AMISG022818	AMIST034512	AMISP034512	OR52N4	olfactory receptor	
AMISG022819	AMIST034513|AMIST034514	AMISP034513|AMISP034514	AMISG022819	AMISG022819 uncharacterized protein	
AMISG022820	AMIST034515	AMISP034515	OR10R2	olfactory receptor	
AMISG022821	AMIST034516	AMISP034516	OR10H1	olfactory receptor	
AMISG022822	AMIST034517	AMISP034517	AMISG022822	AMISG022822 uncharacterized protein	
AMISG022823	AMIST034518|AMIST034519	AMISP034518|AMISP034519	AMISG022823	AMISG022823 uncharacterized protein	
AMISG022824	AMIST034520	AMISP034520	AMISG022824	AMISG022824 uncharacterized protein	
AMISG022825	AMIST034521	AMISP034521	AMISG022825	AMISG022825 uncharacterized protein	
AMISG022826	AMIST034522|AMIST034523	AMISP034522|AMISP034523	AMISG022826	AMISG022826 uncharacterized protein	
AMISG022827	AMIST034524	AMISP034524	AMISG022827	AMISG022827 uncharacterized protein	
AMISG022828	AMIST034525	AMISP034525	AMISG022828	AMISG022828 uncharacterized protein	
AMISG022829	AMIST034526	AMISP034526	LOC100653168L	similar to human LOC100653168 (formin-1-like)	
AMISG022830	AMIST034527|AMIST034528	AMISP034527|AMISP034528	AMISG022830	AMISG022830 uncharacterized protein	
AMISG022831	AMIST034529|AMIST034530|AMIST034531	AMISP034529|AMISP034530|AMISP034531	AMISG022831	AMISG022831 uncharacterized protein	
AMISG022832	AMIST034532	AMISP034532	AVEN	apoptosis	
AMISG022833	AMIST034533|AMIST034534	AMISP034533|AMISP034534	ALG1	asparagine-linked glycosylation 1	
AMISG022834	AMIST034535	AMISP034535	C16ORF89L	similar to human C16orf89	
AMISG022835	AMIST034536	AMISP034536	AMISG022835	AMISG022835 uncharacterized protein	
AMISG022836	AMIST034537	AMISP034537	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	
AMISG022837	AMIST034538	AMISP034538	AMISG022837	AMISG022837 uncharacterized protein	
AMISG022838	AMIST034539	AMISP034539	AMISG022838	AMISG022838 uncharacterized protein	
AMISG022839	AMIST034540|AMIST034541|AMIST034542	AMISP034540|AMISP034541|AMISP034542	LSMEM1	leucine-rich single-pass membrane protein 1	
AMISG022840	AMIST034543|AMIST034544	AMISP034543|AMISP034544	IFRD1	interferon-related developmental regulator 1	
AMISG022841	AMIST034545|AMIST034546	AMISP034545|AMISP034546	KCNG4	potassium voltage-gated channel	
AMISG022842	AMIST034547	AMISP034547	HSBP1	heat shock factor binding protein 1	
AMISG022843	AMIST034548	AMISP034548	AMISG022843	AMISG022843 uncharacterized protein	
AMISG022844	AMIST034549	AMISP034549	AMISG022844	AMISG022844 uncharacterized protein	
AMISG022845	AMIST034550|AMIST034551|AMIST034552|AMIST034553	AMISP034550|AMISP034551|AMISP034552|AMISP034553	AMISG022845	AMISG022845 uncharacterized protein	
AMISG022846	AMIST034554	AMISP034554	MLYCD	malonyl-CoA decarboxylase	
AMISG022847	AMIST034555	AMISP034555	AMISG022847	AMISG022847 uncharacterized protein	
AMISG022848	AMIST034556	AMISP034556	CDH13	cadherin 13	
AMISG022849	AMIST034557	AMISP034557	AMISG022849	AMISG022849 uncharacterized protein	
AMISG022850	AMIST034558	AMISP034558	AMISG022850	AMISG022850 uncharacterized protein	
AMISG022851	AMIST034559	AMISP034559	PNPLA4	patatin-like phospholipase domain containing 4	
AMISG022852	AMIST034560	AMISP034560	AMISG022852	AMISG022852 uncharacterized protein	
AMISG022853	AMIST034561	AMISP034561	RGS5	regulator of G-protein signaling 5	
AMISG022854	AMIST034562	AMISP034562	RGS4	regulator of G-protein signaling 4	
AMISG022855	AMIST034563	AMISP034563	AMISG022855	AMISG022855 uncharacterized protein	
AMISG022856	AMIST034564|AMIST034565|AMIST034566|AMIST034567	AMISP034564|AMISP034565|AMISP034566|AMISP034567	SELP	selectin P (granule membrane protein 140kDa	
AMISG022857	AMIST034568|AMIST034569	AMISP034568|AMISP034569	ATF6	activating transcription factor 6	
AMISG022858	AMIST034570	AMISP034570	OLFML2B	olfactomedin-like 2B	
AMISG022859	AMIST034571|AMIST034572	AMISP034571|AMISP034572	C1ORF110L	similar to human C1orf110	
AMISG022860	AMIST034573|AMIST034574	AMISP034573|AMISP034574	HSD17B7	hydroxysteroid (17-beta) dehydrogenase 7	
AMISG022861	AMIST034575	AMISP034575	DDR2	discoidin domain receptor tyrosine kinase 2	
AMISG022862	AMIST034576|AMIST034577	AMISP034576|AMISP034577	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	
AMISG022863	AMIST034578	AMISP034578	UHMK1	U2AF homology motif (UHM) kinase 1	
